Date,Open,High,Low,Close,Adj Close,Volume
08-06-2016,27085.24023,27105.41016,26973.71094,27020.66016,27020.66016,12500
09-06-2016,26994.48047,26994.91016,26692.34961,26763.46094,26763.46094,10100
10-06-2016,26742.25977,26972.06055,26620.5,26635.75,26635.75,10100
13-06-2016,26468.26953,26468.26953,26262.26953,26396.76953,26396.76953,9100
14-06-2016,26482.5,26485.44922,26264.81055,26395.71094,26395.71094,7800
15-06-2016,26500.78906,26752.58984,26446.58984,26726.33984,26726.33984,12300
16-06-2016,26686.0293,26686.0293,26314.91016,26525.46094,26525.46094,12600
17-06-2016,26653.84961,26730.55078,26538.50977,26625.91016,26625.91016,9300
20-06-2016,26497.10938,26885.49023,26447.88086,26866.91992,26866.91992,9500
21-06-2016,26907.41992,26925.64063,26754.59961,26812.7793,26812.7793,7000
22-06-2016,26791.67969,26887.28906,26617.44922,26765.65039,26765.65039,7700
23-06-2016,26753.19922,27060.98047,26736.51953,27002.2207,27002.2207,9300
24-06-2016,26367.48047,26435.84961,25911.33008,26397.71094,26397.71094,24400
27-06-2016,26347.81055,26493.50977,26262.7207,26402.96094,26402.96094,18300
